Timestamp,CWND,SSTHRESH,Event
1767350868468,3.55,2,CongestionAvoidance
1767350868481,3.83,2,CongestionAvoidance
1767350868492,4.10,2,CongestionAvoidance
1767350868499,4.34,2,CongestionAvoidance
1767350868511,4.57,2,CongestionAvoidance
1767350868522,4.79,2,CongestionAvoidance
1767350868533,5.00,2,CongestionAvoidance
1767350868543,5.20,2,CongestionAvoidance
1767350868552,5.39,2,CongestionAvoidance
1767350868563,5.58,2,CongestionAvoidance
1767350868574,5.75,2,CongestionAvoidance
1767350868585,5.93,2,CongestionAvoidance
1767350868596,6.10,2,CongestionAvoidance
1767350868606,6.26,2,CongestionAvoidance
1767350868617,6.42,2,CongestionAvoidance
1767350868629,6.58,2,CongestionAvoidance
1767350868639,6.73,2,CongestionAvoidance
1767350868650,6.88,2,CongestionAvoidance
1767350868662,7.02,2,CongestionAvoidance
1767350868672,7.17,2,CongestionAvoidance
1767350868682,7.30,2,CongestionAvoidance
1767350868692,7.44,2,CongestionAvoidance
1767350868703,7.58,2,CongestionAvoidance
1767350868713,7.71,2,CongestionAvoidance
1767350868724,7.84,2,CongestionAvoidance
1767350868734,7.97,2,CongestionAvoidance
1767350868745,8.09,2,CongestionAvoidance
1767350868755,8.21,2,CongestionAvoidance
1767350868765,8.34,2,CongestionAvoidance
1767350868776,8.46,2,CongestionAvoidance
1767350868788,8.57,2,CongestionAvoidance
1767350868798,8.69,2,CongestionAvoidance
1767350868809,8.81,2,CongestionAvoidance
1767350868819,8.92,2,CongestionAvoidance
1767350868831,9.03,2,CongestionAvoidance
1767350868843,9.14,2,CongestionAvoidance
1767350868854,9.25,2,CongestionAvoidance
1767350868864,9.36,2,CongestionAvoidance
1767350868876,9.47,2,CongestionAvoidance
1767350868887,9.57,2,CongestionAvoidance
1767350868896,9.68,2,CongestionAvoidance
1767350868907,9.78,2,CongestionAvoidance
1767350868919,9.88,2,CongestionAvoidance
1767350868930,9.98,2,CongestionAvoidance
1767350868940,10.08,2,CongestionAvoidance
1767350868952,10.18,2,CongestionAvoidance
1767350868963,10.28,2,CongestionAvoidance
1767350868973,10.38,2,CongestionAvoidance
1767350868983,10.47,2,CongestionAvoidance
1767350868996,10.57,2,CongestionAvoidance
1767350869005,10.66,2,CongestionAvoidance
1767350869017,10.76,2,CongestionAvoidance
1767350869030,10.85,2,CongestionAvoidance
1767350869039,10.94,2,CongestionAvoidance
1767350869050,11.04,2,CongestionAvoidance
1767350869060,11.13,2,CongestionAvoidance
1767350869070,11.22,2,CongestionAvoidance
1767350869080,11.30,2,CongestionAvoidance
1767350869091,11.39,2,CongestionAvoidance
1767350869102,11.48,2,CongestionAvoidance
1767350869113,11.57,2,CongestionAvoidance
1767350869123,11.65,2,CongestionAvoidance
1767350869133,11.74,2,CongestionAvoidance
1767350869145,11.83,2,CongestionAvoidance
1767350869156,11.91,2,CongestionAvoidance
1767350869166,11.99,2,CongestionAvoidance
1767350869180,12.08,2,CongestionAvoidance
1767350869188,12.16,2,CongestionAvoidance
1767350869197,12.24,2,CongestionAvoidance
1767350869210,12.32,2,CongestionAvoidance
1767350869220,12.41,2,CongestionAvoidance
1767350869231,12.49,2,CongestionAvoidance
1767350869242,12.57,2,CongestionAvoidance
1767350869251,12.65,2,CongestionAvoidance
1767350869263,12.72,2,CongestionAvoidance
1767350869275,12.80,2,CongestionAvoidance
1767350869285,12.88,2,CongestionAvoidance
1767350869296,12.96,2,CongestionAvoidance
1767350869307,13.04,2,CongestionAvoidance
1767350869317,13.11,2,CongestionAvoidance
1767350869359,9.00,6,RenoFastRetransmit
1767350869360,6.00,6,RenoExitFastRecovery
1767350869393,6.00,3,RenoFastRetransmit
1767350869395,3.00,3,RenoExitFastRecovery
1767350869996,1.00,2,Timeout
1767350869998,2.00,2,SlowStart
1767350869999,2.50,2,CongestionAvoidance
1767350870000,2.90,2,CongestionAvoidance
1767350870000,3.24,2,CongestionAvoidance
1767350870001,3.55,2,CongestionAvoidance
1767350870009,3.83,2,CongestionAvoidance
1767350870020,4.10,2,CongestionAvoidance
1767350870031,4.34,2,CongestionAvoidance
1767350870043,4.57,2,CongestionAvoidance
1767350870054,4.79,2,CongestionAvoidance
1767350870065,5.00,2,CongestionAvoidance
1767350870075,5.20,2,CongestionAvoidance
1767350870085,5.39,2,CongestionAvoidance
1767350870095,5.58,2,CongestionAvoidance
1767350870106,5.75,2,CongestionAvoidance
1767350870117,5.93,2,CongestionAvoidance
1767350870127,6.10,2,CongestionAvoidance
1767350870137,6.26,2,CongestionAvoidance
1767350870148,6.42,2,CongestionAvoidance
1767350870158,6.58,2,CongestionAvoidance
1767350870169,6.73,2,CongestionAvoidance
1767350870179,6.88,2,CongestionAvoidance
1767350870188,7.02,2,CongestionAvoidance
1767350870200,7.17,2,CongestionAvoidance
1767350870212,7.30,2,CongestionAvoidance
1767350870224,7.44,2,CongestionAvoidance
1767350870235,7.58,2,CongestionAvoidance
1767350870245,7.71,2,CongestionAvoidance
1767350870256,7.84,2,CongestionAvoidance
1767350870268,7.97,2,CongestionAvoidance
1767350870281,8.09,2,CongestionAvoidance
1767350870292,8.21,2,CongestionAvoidance
1767350870301,8.34,2,CongestionAvoidance
1767350870312,8.46,2,CongestionAvoidance
1767350870325,8.57,2,CongestionAvoidance
1767350870334,8.69,2,CongestionAvoidance
1767350870345,8.81,2,CongestionAvoidance
1767350870356,8.92,2,CongestionAvoidance
1767350870367,9.03,2,CongestionAvoidance
1767350870376,9.14,2,CongestionAvoidance
1767350870387,9.25,2,CongestionAvoidance
1767350870399,9.36,2,CongestionAvoidance
1767350870409,9.47,2,CongestionAvoidance
1767350870420,9.57,2,CongestionAvoidance
1767350870430,9.68,2,CongestionAvoidance
1767350870440,9.78,2,CongestionAvoidance
1767350870453,9.88,2,CongestionAvoidance
1767350870463,9.98,2,CongestionAvoidance
1767350870474,10.08,2,CongestionAvoidance
1767350870484,10.18,2,CongestionAvoidance
1767350870495,10.28,2,CongestionAvoidance
1767350870505,10.38,2,CongestionAvoidance
1767350870516,10.47,2,CongestionAvoidance
1767350870528,10.57,2,CongestionAvoidance
1767350870537,10.66,2,CongestionAvoidance
1767350870548,10.76,2,CongestionAvoidance
1767350870558,10.85,2,CongestionAvoidance
1767350870571,10.94,2,CongestionAvoidance
1767350870580,11.04,2,CongestionAvoidance
1767350870592,11.13,2,CongestionAvoidance
1767350870603,11.22,2,CongestionAvoidance
1767350870614,11.30,2,CongestionAvoidance
1767350870624,11.39,2,CongestionAvoidance
1767350870634,11.48,2,CongestionAvoidance
1767350870646,11.57,2,CongestionAvoidance
1767350870655,11.65,2,CongestionAvoidance
1767350870666,11.74,2,CongestionAvoidance
1767350870677,11.83,2,CongestionAvoidance
1767350870687,11.91,2,CongestionAvoidance
1767350870700,11.99,2,CongestionAvoidance
1767350870710,12.08,2,CongestionAvoidance
1767350870721,12.16,2,CongestionAvoidance
1767350870732,12.24,2,CongestionAvoidance
1767350870742,12.32,2,CongestionAvoidance
1767350870756,12.41,2,CongestionAvoidance
1767350870765,12.49,2,CongestionAvoidance
1767350870777,12.57,2,CongestionAvoidance
1767350870788,12.65,2,CongestionAvoidance
1767350870799,12.72,2,CongestionAvoidance
1767350870811,12.80,2,CongestionAvoidance
1767350870822,12.88,2,CongestionAvoidance
1767350870831,12.96,2,CongestionAvoidance
1767350870843,13.04,2,CongestionAvoidance
1767350870852,13.11,2,CongestionAvoidance
1767350870862,13.19,2,CongestionAvoidance
1767350870873,13.27,2,CongestionAvoidance
1767350870884,13.34,2,CongestionAvoidance
1767350870894,13.42,2,CongestionAvoidance
1767350870904,13.49,2,CongestionAvoidance
1767350870915,13.56,2,CongestionAvoidance
1767350870926,13.64,2,CongestionAvoidance
1767350870937,13.71,2,CongestionAvoidance
1767350870948,13.78,2,CongestionAvoidance
1767350870957,13.86,2,CongestionAvoidance
1767350870969,13.93,2,CongestionAvoidance
1767350870979,14.00,2,CongestionAvoidance
1767350870990,14.07,2,CongestionAvoidance
1767350871000,14.14,2,CongestionAvoidance
1767350871010,14.21,2,CongestionAvoidance
1767350871021,14.28,2,CongestionAvoidance
1767350871033,14.35,2,CongestionAvoidance
1767350871042,14.42,2,CongestionAvoidance
1767350871052,14.49,2,CongestionAvoidance
1767350871064,14.56,2,CongestionAvoidance
1767350871075,14.63,2,CongestionAvoidance
1767350871118,10.00,7,RenoFastRetransmit
1767350871119,7.00,7,RenoExitFastRecovery
1767350871150,6.00,3,RenoFastRetransmit
1767350871151,3.00,3,RenoExitFastRecovery
1767350871752,1.00,2,Timeout
1767350871754,2.00,2,SlowStart
1767350871755,2.50,2,CongestionAvoidance
1767350871755,2.90,2,CongestionAvoidance
1767350871756,3.24,2,CongestionAvoidance
1767350871757,3.55,2,CongestionAvoidance
1767350872366,1.00,2,Timeout
1767350872367,2.00,2,SlowStart
1767350872368,2.50,2,CongestionAvoidance
1767350872369,2.90,2,CongestionAvoidance
1767350872372,3.24,2,CongestionAvoidance
1767350872383,3.55,2,CongestionAvoidance
1767350872394,3.83,2,CongestionAvoidance
1767350872404,4.10,2,CongestionAvoidance
1767350872416,4.34,2,CongestionAvoidance
1767350872427,4.57,2,CongestionAvoidance
1767350872436,4.79,2,CongestionAvoidance
1767350872447,5.00,2,CongestionAvoidance
1767350872459,5.20,2,CongestionAvoidance
1767350872468,5.39,2,CongestionAvoidance
1767350872478,5.58,2,CongestionAvoidance
1767350872487,5.75,2,CongestionAvoidance
1767350872501,5.93,2,CongestionAvoidance
1767350872510,6.10,2,CongestionAvoidance
1767350872522,6.26,2,CongestionAvoidance
1767350872534,6.42,2,CongestionAvoidance
1767350872544,6.58,2,CongestionAvoidance
1767350872556,6.73,2,CongestionAvoidance
1767350872598,6.00,3,RenoFastRetransmit
1767350872598,3.00,3,RenoExitFastRecovery
1767350873199,1.00,2,Timeout
1767350873199,2.00,2,SlowStart
1767350873201,2.50,2,CongestionAvoidance
1767350873201,2.90,2,CongestionAvoidance
1767350873214,3.24,2,CongestionAvoidance
1767350873225,3.55,2,CongestionAvoidance
1767350873235,3.83,2,CongestionAvoidance
1767350873246,4.10,2,CongestionAvoidance
1767350873257,4.34,2,CongestionAvoidance
1767350873267,4.57,2,CongestionAvoidance
1767350873277,4.79,2,CongestionAvoidance
1767350873289,5.00,2,CongestionAvoidance
1767350873299,5.20,2,CongestionAvoidance
1767350873308,5.39,2,CongestionAvoidance
1767350873320,5.58,2,CongestionAvoidance
1767350873329,5.75,2,CongestionAvoidance
1767350873341,5.93,2,CongestionAvoidance
1767350873352,6.10,2,CongestionAvoidance
1767350873363,6.26,2,CongestionAvoidance
1767350873373,6.42,2,CongestionAvoidance
1767350873385,6.58,2,CongestionAvoidance
1767350873394,6.73,2,CongestionAvoidance
1767350873404,6.88,2,CongestionAvoidance
1767350873414,7.02,2,CongestionAvoidance
1767350873426,7.17,2,CongestionAvoidance
1767350873438,7.30,2,CongestionAvoidance
1767350873448,7.44,2,CongestionAvoidance
1767350873456,7.58,2,CongestionAvoidance
1767350873468,7.71,2,CongestionAvoidance
1767350873479,7.84,2,CongestionAvoidance
1767350873492,7.97,2,CongestionAvoidance
1767350873501,8.09,2,CongestionAvoidance
1767350873512,8.21,2,CongestionAvoidance
1767350873521,8.34,2,CongestionAvoidance
1767350873534,8.46,2,CongestionAvoidance
1767350873543,8.57,2,CongestionAvoidance
1767350873556,8.69,2,CongestionAvoidance
1767350873568,8.81,2,CongestionAvoidance
1767350873578,8.92,2,CongestionAvoidance
1767350873589,9.03,2,CongestionAvoidance
1767350873600,9.14,2,CongestionAvoidance
1767350873609,9.25,2,CongestionAvoidance
1767350873642,7.00,4,RenoFastRetransmit
1767350873642,4.00,4,RenoExitFastRecovery
1767350874244,1.00,2,Timeout
1767350874246,2.00,2,SlowStart
1767350874246,2.50,2,CongestionAvoidance
1767350874247,2.90,2,CongestionAvoidance
1767350874248,3.24,2,CongestionAvoidance
1767350874258,3.55,2,CongestionAvoidance
1767350874269,3.83,2,CongestionAvoidance
1767350874279,4.10,2,CongestionAvoidance
1767350874289,4.34,2,CongestionAvoidance
1767350874299,4.57,2,CongestionAvoidance
1767350874311,4.79,2,CongestionAvoidance
1767350874322,5.00,2,CongestionAvoidance
1767350874331,5.20,2,CongestionAvoidance
1767350874345,5.39,2,CongestionAvoidance
1767350874355,5.58,2,CongestionAvoidance
1767350874363,5.75,2,CongestionAvoidance
1767350874374,5.93,2,CongestionAvoidance
1767350874385,6.10,2,CongestionAvoidance
1767350874397,6.26,2,CongestionAvoidance
1767350874408,6.42,2,CongestionAvoidance
1767350874418,6.58,2,CongestionAvoidance
1767350874428,6.73,2,CongestionAvoidance
1767350874438,6.88,2,CongestionAvoidance
1767350874448,7.02,2,CongestionAvoidance
1767350874459,7.17,2,CongestionAvoidance
1767350874469,7.30,2,CongestionAvoidance
1767350874512,6.00,3,RenoFastRetransmit
1767350874513,3.00,3,RenoExitFastRecovery
1767350875114,1.00,2,Timeout
1767350875115,2.00,2,SlowStart
1767350875115,2.50,2,CongestionAvoidance
1767350875115,2.90,2,CongestionAvoidance
1767350875126,3.24,2,CongestionAvoidance
1767350875137,3.55,2,CongestionAvoidance
1767350875148,3.83,2,CongestionAvoidance
1767350875161,4.10,2,CongestionAvoidance
1767350875169,4.34,2,CongestionAvoidance
1767350875180,4.57,2,CongestionAvoidance
1767350875191,4.79,2,CongestionAvoidance
1767350875201,5.00,2,CongestionAvoidance
1767350875210,5.20,2,CongestionAvoidance
1767350875222,5.39,2,CongestionAvoidance
1767350875233,5.58,2,CongestionAvoidance
1767350875242,5.75,2,CongestionAvoidance
1767350875254,5.93,2,CongestionAvoidance
1767350875265,6.10,2,CongestionAvoidance
1767350875277,6.26,2,CongestionAvoidance
1767350875287,6.42,2,CongestionAvoidance
1767350875298,6.58,2,CongestionAvoidance
1767350875308,6.73,2,CongestionAvoidance
1767350875319,6.88,2,CongestionAvoidance
1767350875331,7.02,2,CongestionAvoidance
1767350875344,7.17,2,CongestionAvoidance
1767350875351,7.30,2,CongestionAvoidance
1767350875363,7.44,2,CongestionAvoidance
1767350875374,7.58,2,CongestionAvoidance
1767350875384,7.71,2,CongestionAvoidance
1767350875396,7.84,2,CongestionAvoidance
1767350875405,7.97,2,CongestionAvoidance
1767350875415,8.09,2,CongestionAvoidance
1767350875426,8.21,2,CongestionAvoidance
1767350875436,8.34,2,CongestionAvoidance
1767350875447,8.46,2,CongestionAvoidance
1767350875458,8.57,2,CongestionAvoidance
1767350875469,8.69,2,CongestionAvoidance
1767350875480,8.81,2,CongestionAvoidance
1767350875490,8.92,2,CongestionAvoidance
1767350875501,9.03,2,CongestionAvoidance
1767350875511,9.14,2,CongestionAvoidance
1767350875521,9.25,2,CongestionAvoidance
1767350875531,9.36,2,CongestionAvoidance
1767350875540,9.47,2,CongestionAvoidance
1767350875552,9.57,2,CongestionAvoidance
1767350875562,9.68,2,CongestionAvoidance
1767350875573,9.78,2,CongestionAvoidance
1767350875583,9.88,2,CongestionAvoidance
1767350875594,9.98,2,CongestionAvoidance
1767350875604,10.08,2,CongestionAvoidance
1767350875615,10.18,2,CongestionAvoidance
1767350875625,10.28,2,CongestionAvoidance
1767350875637,10.38,2,CongestionAvoidance
1767350875646,10.47,2,CongestionAvoidance
1767350875656,10.57,2,CongestionAvoidance
1767350875666,10.66,2,CongestionAvoidance
1767350875678,10.76,2,CongestionAvoidance
1767350875690,10.85,2,CongestionAvoidance
1767350875700,10.94,2,CongestionAvoidance
1767350875711,11.04,2,CongestionAvoidance
1767350875721,11.13,2,CongestionAvoidance
1767350875731,11.22,2,CongestionAvoidance
1767350875742,11.30,2,CongestionAvoidance
1767350875753,11.39,2,CongestionAvoidance
1767350875763,11.48,2,CongestionAvoidance
1767350875796,8.00,5,RenoFastRetransmit
1767350875797,5.00,5,RenoExitFastRecovery
1767350875826,5.00,2,RenoFastRetransmit
1767350875828,2.00,2,RenoExitFastRecovery
1767350876429,1.00,2,Timeout
1767350876430,2.00,2,SlowStart
1767350876430,2.50,2,CongestionAvoidance
1767350876432,2.90,2,CongestionAvoidance
1767350876432,3.24,2,CongestionAvoidance
1767350876441,3.55,2,CongestionAvoidance
1767350876452,3.83,2,CongestionAvoidance
1767350876463,4.10,2,CongestionAvoidance
1767350876473,4.34,2,CongestionAvoidance
1767350876483,4.57,2,CongestionAvoidance
1767350876494,4.79,2,CongestionAvoidance
1767350876504,5.00,2,CongestionAvoidance
1767350876515,5.20,2,CongestionAvoidance
1767350876526,5.39,2,CongestionAvoidance
1767350876537,5.58,2,CongestionAvoidance
1767350876547,5.75,2,CongestionAvoidance
1767350876578,5.00,2,RenoFastRetransmit
1767350876579,2.00,2,RenoExitFastRecovery
1767350877180,1.00,2,Timeout
1767350877183,2.00,2,SlowStart
1767350877184,2.50,2,CongestionAvoidance
1767350877186,2.90,2,CongestionAvoidance
1767350877197,3.24,2,CongestionAvoidance
1767350877207,3.55,2,CongestionAvoidance
1767350877219,3.83,2,CongestionAvoidance
1767350877229,4.10,2,CongestionAvoidance
1767350877241,4.34,2,CongestionAvoidance
1767350877250,4.57,2,CongestionAvoidance
1767350877261,4.79,2,CongestionAvoidance
1767350877271,5.00,2,CongestionAvoidance
1767350877283,5.20,2,CongestionAvoidance
1767350877293,5.39,2,CongestionAvoidance
1767350877305,5.58,2,CongestionAvoidance
1767350877314,5.75,2,CongestionAvoidance
1767350877325,5.93,2,CongestionAvoidance
1767350877336,6.10,2,CongestionAvoidance
